timestamp,person_id,x_min,y_min,x_max,y_max,room_name
05:32:17,10,1472,452,1646,616,room-1
05:32:18,10,1470,452,1662,616,room-1
05:32:19,10,1468,458,1652,608,room-1
05:32:20,10,1468,444,1658,616,room-1
05:32:21,10,1464,432,1646,616,room-1
05:32:22,10,1468,438,1646,616,room-1
05:32:23,10,1470,444,1644,612,room-1
05:32:24,10,1470,434,1656,620,room-1
05:32:25,10,1458,434,1648,614,room-1
05:32:26,10,1468,438,1640,608,room-1
05:32:27,10,1472,432,1652,616,room-1
05:32:28,10,1466,438,1632,604,room-1
05:32:29,10,1470,438,1636,616,room-1
05:32:30,10,1470,438,1642,610,room-1
05:32:31,10,1466,436,1650,620,room-1
05:32:32,10,1468,440,1648,612,room-1
05:32:33,10,1470,456,1652,612,room-1
05:32:34,10,1466,456,1652,614,room-1
05:32:35,10,1470,452,1660,626,room-1
05:32:36,10,1482,470,1640,616,room-1
05:32:37,10,1486,472,1630,616,room-1
05:32:38,10,1470,480,1628,630,room-1
05:32:39,10,1480,462,1660,626,room-1
05:32:39,11,292,518,464,698,room-1
05:32:40,11,292,516,466,700,room-1
05:32:40,10,1482,480,1622,624,room-1
05:32:41,10,1478,466,1636,624,room-1
05:32:42,10,1476,480,1628,628,room-1
05:32:43,10,1476,472,1636,616,room-1
05:32:44,10,1472,470,1618,618,room-1
05:32:45,10,1472,460,1642,614,room-1
05:32:46,10,1476,444,1644,622,room-1
05:32:47,10,1472,444,1664,626,room-1
05:32:48,10,1472,460,1634,620,room-1
05:33:25,10,1484,462,1650,618,room-1
05:33:26,10,1476,458,1650,622,room-1
05:33:27,10,1470,470,1622,620,room-1
05:33:28,10,1452,458,1624,624,room-1
05:33:28,12,294,518,466,704,room-1
05:33:29,10,1460,460,1620,618,room-1
05:33:30,10,1468,476,1608,610,room-1
05:33:31,10,1456,456,1630,610,room-1
05:33:32,10,1450,428,1608,568,room-1
05:33:33,10,1444,430,1616,594,room-1
05:33:34,10,1454,436,1614,594,room-1
05:33:35,10,1452,432,1642,604,room-1
05:33:36,10,1452,442,1642,592,room-1
05:33:37,10,1466,446,1612,592,room-1
05:33:38,10,1458,442,1614,600,room-1
05:33:39,10,1450,434,1614,600,room-1
05:33:40,10,1460,430,1606,588,room-1
05:33:41,10,1458,428,1612,592,room-1
05:33:42,10,1452,428,1606,592,room-1
05:34:15,10,1454,448,1602,590,room-1
05:34:16,10,1448,424,1594,564,room-1
05:34:17,10,1458,436,1622,578,room-1
05:34:18,10,1450,422,1602,586,room-1
05:34:19,10,1462,428,1622,578,room-1
05:34:20,10,1444,430,1616,582,room-1
05:34:21,10,1426,380,1570,548,room-1
05:34:22,10,1416,370,1554,506,room-1
05:34:23,10,1464,452,1590,566,room-1
05:34:24,10,1510,602,1694,746,room-1
05:34:25,10,1536,772,1766,940,room-1
05:34:26,10,1534,748,1752,930,room-1
05:34:27,10,1452,616,1712,832,room-1
05:34:28,10,1420,578,1676,832,room-1
05:34:29,10,1538,758,1754,936,room-1
05:34:30,10,1556,1010,1774,1176,room-1
05:34:33,13,1382,1548,1538,1716,room-1
05:34:34,13,1390,1564,1536,1730,room-1
05:34:35,13,1432,1580,1570,1742,room-1
05:48:39,14,1416,1614,1560,1740,room-1
05:48:40,14,1412,1612,1562,1742,room-1
05:48:41,14,1388,1606,1518,1768,room-1
05:48:42,14,1384,1662,1468,1782,room-1
05:48:43,14,1374,1664,1464,1788,room-1
05:48:44,14,1350,1654,1454,1798,room-1
05:48:45,14,1302,1722,1412,1834,room-1
05:48:46,14,1294,1720,1406,1836,room-1
05:48:47,14,1284,1726,1392,1840,room-1
05:48:57,14,1292,1726,1394,1840,room-1
05:49:00,14,1312,1724,1408,1832,room-1
05:49:01,14,1312,1724,1406,1830,room-1
05:49:02,14,1304,1704,1404,1814,room-1
05:49:03,14,1312,1600,1438,1772,room-1
05:49:04,14,1330,1558,1494,1732,room-1
05:49:05,14,1396,1552,1524,1680,room-1
05:49:23,15,1554,978,1758,1136,room-1
05:49:24,15,1552,938,1766,1104,room-1
05:49:25,15,1520,710,1760,914,room-1
05:49:26,15,1484,540,1656,694,room-1
05:49:27,15,1436,426,1610,608,room-1
05:49:28,15,1396,350,1538,516,room-1
05:49:29,15,1346,328,1510,480,room-1
05:49:30,15,1200,238,1306,402,room-1
05:49:31,15,976,194,1116,414,room-1
05:49:32,15,866,180,996,394,room-1
05:49:33,15,848,172,964,366,room-1
05:49:50,16,886,126,972,320,room-1
05:49:51,16,882,124,970,320,room-1
05:49:52,16,886,178,994,386,room-1
05:49:53,16,1040,192,1176,412,room-1
05:49:54,16,1152,240,1324,446,room-1
05:49:55,16,1372,310,1472,468,room-1
05:49:56,16,1430,386,1612,546,room-1
05:49:57,16,1424,380,1602,538,room-1
05:49:58,16,1430,388,1582,570,room-1
05:49:59,16,1430,398,1588,606,room-1
05:50:00,16,1432,392,1552,574,room-1
05:50:01,16,1420,388,1542,566,room-1
05:50:02,16,1422,392,1548,566,room-1
05:50:03,16,1418,390,1550,566,room-1
05:50:04,16,1418,382,1554,568,room-1
05:50:05,16,1432,396,1554,568,room-1
05:50:06,16,1450,448,1650,608,room-1
05:50:07,16,1452,460,1652,610,room-1
05:50:08,16,1452,460,1632,608,room-1
05:50:09,16,1448,454,1632,602,room-1
05:50:10,16,1430,396,1582,582,room-1
05:50:11,16,1428,428,1604,582,room-1
05:50:12,16,1428,426,1600,604,room-1
05:50:13,16,1428,430,1596,590,room-1
05:50:14,16,1438,400,1596,594,room-1
05:50:15,16,1454,430,1606,598,room-1
05:50:16,16,1444,428,1612,626,room-1
05:50:17,16,1460,454,1644,626,room-1
05:50:18,16,1458,448,1636,622,room-1
05:50:19,16,1454,434,1634,632,room-1
05:50:20,16,1448,428,1626,624,room-1
05:50:21,16,1454,436,1624,620,room-1
05:50:21,17,296,522,462,702,room-1
05:50:22,16,1448,428,1614,624,room-1
05:50:22,17,304,526,460,696,room-1
05:50:23,17,292,518,464,700,room-1
05:50:23,16,1450,424,1614,618,room-1
05:50:24,16,1448,430,1616,624,room-1
05:50:24,17,298,524,464,696,room-1
05:50:25,16,1460,436,1626,624,room-1
05:50:26,16,1448,444,1640,632,room-1
05:50:27,16,1456,442,1636,632,room-1
05:50:28,16,1458,452,1646,626,room-1
05:50:29,16,1454,450,1644,624,room-1
05:50:30,16,1444,424,1610,620,room-1
05:50:31,16,1450,420,1606,620,room-1
05:50:32,16,1446,426,1610,618,room-1
05:50:33,16,1454,428,1610,620,room-1
05:50:34,16,1446,422,1610,622,room-1
05:50:35,16,1446,420,1614,620,room-1
05:50:36,16,1444,422,1606,618,room-1
05:50:37,16,1444,426,1608,616,room-1
05:50:38,16,1464,448,1640,630,room-1
05:50:39,16,1464,456,1658,630,room-1
05:50:40,16,1458,456,1646,626,room-1
05:50:41,16,1464,456,1646,622,room-1
05:50:42,16,1456,456,1640,624,room-1
05:50:43,16,1468,458,1646,628,room-1
05:50:44,16,1458,456,1650,630,room-1
05:50:45,16,1462,458,1652,628,room-1
05:50:46,16,1458,456,1652,626,room-1
05:50:46,18,286,522,466,700,room-1
05:50:47,18,286,522,464,700,room-1
05:50:47,16,1456,456,1650,626,room-1
05:50:48,16,1456,452,1646,626,room-1
05:50:48,18,292,520,466,702,room-1
05:50:49,18,292,520,466,702,room-1
05:50:49,16,1466,460,1644,622,room-1
05:50:50,16,1460,462,1648,622,room-1
05:50:51,16,1464,454,1668,624,room-1
05:50:52,16,1462,460,1656,626,room-1
05:50:53,16,1444,444,1660,624,room-1
05:50:54,16,1442,410,1598,626,room-1
05:50:55,16,1444,422,1612,614,room-1
05:50:56,16,1444,420,1604,608,room-1
05:50:57,16,1448,424,1600,616,room-1
05:50:58,16,1440,420,1608,606,room-1
05:50:59,16,1438,430,1604,600,room-1
05:51:00,16,1440,418,1604,612,room-1
05:51:01,16,1442,420,1606,608,room-1
05:51:02,16,1446,430,1616,614,room-1
05:51:03,16,1456,442,1644,626,room-1
05:51:04,16,1462,452,1652,632,room-1
05:51:05,16,1458,456,1656,632,room-1
05:51:06,16,1460,456,1648,628,room-1
05:51:07,16,1456,456,1656,626,room-1
05:51:08,16,1448,442,1634,616,room-1
05:51:09,16,1466,438,1634,616,room-1
05:51:10,16,1472,464,1654,622,room-1
05:51:11,16,1460,458,1656,628,room-1
05:51:12,16,1464,464,1640,620,room-1
05:51:13,16,1464,462,1654,628,room-1
05:51:14,16,1460,456,1668,632,room-1
05:51:15,16,1464,462,1668,630,room-1
05:51:16,16,1462,456,1666,630,room-1
05:51:16,19,292,516,464,700,room-1
05:51:17,19,290,512,466,700,room-1
05:51:17,16,1460,460,1660,628,room-1
05:51:18,16,1460,464,1646,622,room-1
05:51:19,16,1464,460,1658,628,room-1
05:51:20,16,1466,462,1652,628,room-1
05:51:21,16,1466,452,1662,630,room-1
05:51:22,16,1460,460,1654,622,room-1
05:51:23,16,1462,456,1656,628,room-1
05:51:24,16,1460,462,1652,620,room-1
05:51:25,16,1446,426,1596,610,room-1
05:51:26,16,1438,406,1590,594,room-1
05:51:27,16,1438,396,1600,602,room-1
05:51:28,16,1444,418,1594,594,room-1
05:51:29,16,1436,402,1590,596,room-1
05:51:30,16,1428,410,1598,602,room-1
05:51:31,16,1442,420,1582,594,room-1
05:51:32,16,1438,390,1584,606,room-1
05:51:33,16,1438,402,1602,606,room-1
05:51:34,16,1460,446,1648,628,room-1
05:51:35,16,1458,452,1644,624,room-1
05:51:36,16,1456,452,1656,632,room-1
05:51:37,16,1464,460,1644,624,room-1
05:51:38,16,1462,462,1638,624,room-1
05:51:39,16,1462,460,1648,628,room-1
05:51:40,16,1454,448,1632,622,room-1
05:51:41,16,1468,458,1636,626,room-1
05:51:42,16,1458,458,1654,634,room-1
05:51:43,16,1466,464,1658,626,room-1
05:51:43,20,296,522,468,702,room-1
05:51:44,20,296,522,468,702,room-1
05:51:44,16,1460,460,1660,632,room-1
05:51:45,16,1478,466,1650,624,room-1
05:51:46,16,1468,458,1658,634,room-1
05:51:47,16,1462,450,1668,630,room-1
05:51:48,16,1470,462,1670,622,room-1
05:51:49,16,1468,466,1660,612,room-1
05:51:50,16,1472,468,1662,624,room-1
05:51:51,16,1458,456,1660,628,room-1
05:51:52,16,1436,418,1590,594,room-1
05:51:53,16,1428,420,1600,602,room-1
05:51:54,16,1436,420,1582,618,room-1
05:51:55,16,1440,414,1572,616,room-1
05:51:56,16,1428,432,1592,608,room-1
05:51:57,16,1422,430,1596,600,room-1
05:51:58,16,1430,428,1604,612,room-1
05:51:59,16,1450,426,1592,606,room-1
05:52:00,16,1460,440,1628,604,room-1
05:52:00,21,296,520,466,702,room-1
05:52:01,21,296,520,466,702,room-1
05:52:01,16,1462,442,1620,616,room-1
05:52:02,16,1460,454,1620,614,room-1
05:52:03,16,1458,456,1616,614,room-1
05:52:04,16,1456,438,1614,602,room-1
05:52:05,16,1430,390,1572,596,room-1
05:52:06,16,1420,396,1556,604,room-1
05:52:07,16,1416,376,1560,598,room-1
05:52:08,16,1406,344,1538,492,room-1
05:52:09,16,1400,352,1536,524,room-1
05:52:10,16,1416,388,1564,570,room-1
05:52:11,16,1440,394,1578,556,room-1
05:52:12,16,1442,426,1586,590,room-1
05:52:13,16,1442,414,1582,576,room-1
05:52:14,16,1442,410,1582,572,room-1
05:52:15,16,1446,410,1582,578,room-1
05:52:16,16,1442,410,1584,588,room-1
05:52:17,16,1444,416,1588,578,room-1
05:52:18,16,1412,388,1552,540,room-1
05:52:19,16,1410,368,1544,536,room-1
05:52:20,16,1348,294,1460,432,room-1
05:52:21,16,1270,248,1414,410,room-1
05:52:22,16,1274,246,1412,410,room-1
05:52:23,16,1316,288,1466,422,room-1
05:52:24,16,1394,314,1512,442,room-1
05:52:25,16,1408,352,1544,504,room-1
05:52:26,16,1456,450,1608,614,room-1
05:52:27,16,1502,544,1650,686,room-1
05:52:28,16,1534,772,1758,938,room-1
05:52:29,16,1558,990,1772,1120,room-1
05:52:33,22,1356,1570,1500,1750,room-1
05:52:34,22,1366,1576,1514,1762,room-1
05:52:35,22,1386,1586,1532,1762,room-1
05:52:36,22,1478,1626,1586,1732,room-1
06:18:31,23,1384,1612,1556,1746,room-1
06:18:32,23,1376,1616,1542,1744,room-1
06:18:33,23,1324,1606,1486,1782,room-1
06:18:34,23,1232,1638,1376,1832,room-1
06:18:34,24,1140,1778,1230,1902,room-1
06:18:35,24,1108,1780,1196,1900,room-1
06:18:35,23,1116,1664,1262,1882,room-1
06:18:36,23,1042,1696,1162,1894,room-1
06:18:37,23,1016,1700,1128,1910,room-1
06:18:38,23,1010,1716,1128,1898,room-1
06:18:39,23,1000,1718,1112,1894,room-1
06:18:40,23,1018,1674,1118,1904,room-1
06:18:41,23,1114,1670,1244,1868,room-1
06:18:41,25,1094,1772,1214,1918,room-1
06:18:42,25,1164,1772,1260,1904,room-1
06:18:42,23,1230,1632,1392,1824,room-1
06:18:43,23,1358,1586,1514,1766,room-1
06:18:44,23,1418,1612,1570,1738,room-1
06:18:45,23,1478,1630,1582,1730,room-1
06:21:14,26,1480,1632,1580,1738,room-1
06:21:15,26,1478,1632,1578,1736,room-1
06:21:16,26,1380,1616,1540,1750,room-1
06:21:17,26,1386,1554,1530,1720,room-1
06:21:19,27,1552,1104,1700,1206,room-1
06:21:20,27,1588,1038,1732,1138,room-1
06:21:21,27,1536,740,1782,924,room-1
06:21:22,27,1518,616,1780,802,room-1
06:21:23,27,1506,596,1736,830,room-1
06:21:24,27,1516,602,1736,824,room-1
06:21:25,27,1528,650,1760,840,room-1
06:21:26,27,1512,630,1762,810,room-1
06:21:27,27,1502,592,1744,810,room-1
06:21:28,27,1518,610,1748,820,room-1
06:21:29,27,1526,662,1764,834,room-1
06:21:30,27,1520,634,1754,808,room-1
06:21:31,27,1518,630,1752,808,room-1
06:21:32,27,1492,534,1716,736,room-1
06:21:33,27,1426,384,1612,588,room-1
06:21:34,27,1392,330,1546,466,room-1
06:21:35,27,1436,306,1528,442,room-1
06:21:36,27,1426,312,1558,486,room-1
06:22:14,28,1412,332,1560,488,room-1
06:22:15,28,1378,316,1536,478,room-1
06:22:16,28,1438,368,1580,548,room-1
06:22:17,28,1500,554,1698,738,room-1
06:22:18,28,1516,616,1746,798,room-1
06:22:19,28,1518,622,1734,812,room-1
06:22:20,28,1470,586,1674,780,room-1
06:22:21,28,1490,548,1676,792,room-1
06:22:22,28,1542,636,1734,848,room-1
06:22:23,28,1522,632,1756,818,room-1
06:22:24,28,1516,656,1770,876,room-1
06:22:25,28,1526,678,1776,852,room-1
06:22:26,28,1524,676,1774,862,room-1
06:22:27,28,1520,620,1748,822,room-1
06:22:28,28,1518,614,1734,822,room-1
06:22:29,28,1524,628,1750,834,room-1
06:22:30,28,1516,666,1766,854,room-1
06:22:31,28,1526,676,1768,850,room-1
06:22:32,28,1526,676,1770,850,room-1
06:22:33,28,1528,676,1768,876,room-1
06:22:34,28,1522,656,1768,856,room-1
06:22:35,28,1524,628,1752,832,room-1
06:22:36,28,1526,620,1730,832,room-1
06:22:37,28,1524,666,1764,844,room-1
06:22:38,28,1512,672,1770,856,room-1
06:22:39,28,1528,682,1772,858,room-1
06:22:40,28,1528,680,1768,870,room-1
06:22:41,28,1526,670,1772,854,room-1
06:22:42,28,1520,646,1758,824,room-1
06:22:43,28,1524,638,1754,830,room-1
06:22:44,28,1524,624,1760,836,room-1
06:22:45,28,1524,626,1748,830,room-1
06:22:46,28,1528,652,1758,866,room-1
06:22:47,28,1530,698,1772,862,room-1
06:22:48,28,1526,696,1778,866,room-1
06:22:49,28,1534,708,1778,880,room-1
06:22:50,28,1540,708,1778,876,room-1
06:22:51,28,1536,698,1774,864,room-1
06:22:52,28,1542,704,1774,884,room-1
06:22:53,28,1528,658,1764,850,room-1
06:22:54,28,1528,652,1758,848,room-1
06:22:55,28,1528,676,1760,862,room-1
06:22:56,28,1486,522,1674,722,room-1
06:22:57,28,1456,448,1622,684,room-1
06:22:58,28,1450,426,1614,688,room-1
06:22:59,28,1468,510,1664,712,room-1
06:23:00,28,1514,552,1726,754,room-1
06:23:01,28,1504,580,1732,766,room-1
06:23:02,28,1502,584,1730,766,room-1
06:23:03,28,1510,592,1728,778,room-1
06:23:04,28,1508,598,1702,782,room-1
06:23:05,28,1464,566,1654,776,room-1
06:23:06,28,1558,620,1728,812,room-1
06:23:07,28,1510,602,1728,804,room-1
06:23:08,28,1472,462,1658,714,room-1
06:23:09,28,1472,464,1642,688,room-1
06:23:10,28,1494,542,1666,758,room-1
06:23:11,28,1508,588,1730,784,room-1
06:23:12,28,1514,618,1732,812,room-1
06:23:13,28,1524,658,1770,848,room-1
06:23:14,28,1518,634,1752,806,room-1
06:23:15,28,1514,608,1742,814,room-1
06:23:16,28,1522,652,1756,860,room-1
06:23:17,28,1522,618,1758,818,room-1
06:23:18,28,1516,606,1746,812,room-1
06:23:19,28,1516,626,1736,812,room-1
06:23:20,28,1462,554,1650,738,room-1
06:23:21,28,1430,492,1608,686,room-1
06:23:22,28,1426,490,1602,680,room-1
06:23:23,28,1422,494,1614,688,room-1
06:23:24,28,1456,524,1630,726,room-1
06:23:25,28,1512,600,1714,792,room-1
06:23:26,28,1514,590,1728,770,room-1
06:23:27,28,1512,592,1748,782,room-1
06:23:28,28,1516,634,1724,828,room-1
06:23:29,28,1524,656,1766,844,room-1
06:23:30,28,1522,638,1754,788,room-1
06:23:31,28,1516,602,1736,804,room-1
06:23:32,28,1524,602,1738,798,room-1
06:23:33,28,1516,602,1736,804,room-1
06:23:34,28,1516,606,1720,798,room-1
06:23:35,28,1514,600,1736,804,room-1
06:23:36,28,1516,604,1740,808,room-1
06:23:37,28,1526,674,1774,840,room-1
06:23:38,28,1526,680,1780,840,room-1
06:23:39,28,1526,656,1758,838,room-1
06:23:40,28,1512,600,1712,786,room-1
06:23:41,28,1446,512,1662,726,room-1
06:23:42,28,1422,490,1650,720,room-1
06:23:43,28,1412,490,1646,718,room-1
06:23:44,28,1510,552,1694,772,room-1
06:23:45,28,1502,586,1724,768,room-1
06:23:46,28,1478,522,1676,730,room-1
06:23:47,28,1496,564,1686,754,room-1
06:23:48,28,1486,560,1700,772,room-1
06:23:49,28,1496,558,1692,742,room-1
06:23:50,28,1486,556,1688,740,room-1
06:23:51,28,1500,580,1682,766,room-1
06:23:52,28,1496,582,1680,768,room-1
06:23:53,28,1502,586,1682,770,room-1
06:23:54,28,1502,584,1680,768,room-1
06:23:55,28,1502,584,1682,766,room-1
06:23:56,28,1500,582,1682,766,room-1
06:23:57,28,1502,584,1684,768,room-1
06:23:58,28,1504,586,1684,766,room-1
06:23:59,28,1506,578,1690,760,room-1
06:24:00,28,1498,546,1706,750,room-1
06:24:01,28,1502,572,1710,780,room-1
06:24:02,28,1512,624,1752,810,room-1
06:24:03,28,1508,580,1706,784,room-1
06:24:04,28,1500,554,1696,774,room-1
06:24:05,28,1514,614,1738,794,room-1
06:24:06,28,1516,644,1738,798,room-1
06:24:07,28,1514,626,1748,804,room-1
06:24:08,28,1508,588,1738,774,room-1
06:24:09,28,1498,556,1692,766,room-1
06:24:10,28,1498,554,1684,762,room-1
06:24:11,28,1498,554,1690,770,room-1
06:24:12,28,1498,560,1680,762,room-1
06:24:13,28,1498,554,1692,768,room-1
06:24:14,28,1486,546,1692,772,room-1
06:24:15,28,1498,556,1690,768,room-1
06:24:16,28,1508,560,1688,762,room-1
06:24:17,28,1500,556,1692,768,room-1
06:24:18,28,1510,596,1710,806,room-1
06:24:19,28,1516,630,1748,810,room-1
06:24:20,28,1516,642,1748,808,room-1
06:24:21,28,1516,638,1748,810,room-1
06:24:22,28,1516,636,1760,816,room-1
06:24:23,28,1518,644,1748,814,room-1
06:24:24,28,1506,638,1752,818,room-1
06:24:25,28,1518,606,1726,788,room-1
06:24:26,28,1512,598,1722,782,room-1
06:24:27,28,1514,598,1738,784,room-1
06:24:28,28,1508,616,1714,804,room-1
06:24:29,28,1510,610,1726,794,room-1
06:24:30,28,1464,506,1650,724,room-1
06:24:31,28,1430,458,1622,652,room-1
06:24:32,28,1460,476,1614,662,room-1
06:24:33,28,1450,478,1622,658,room-1
06:24:34,28,1454,484,1612,656,room-1
06:24:35,28,1454,484,1620,660,room-1
06:24:36,28,1454,484,1620,668,room-1
06:24:37,28,1452,488,1622,670,room-1
06:24:38,28,1454,496,1612,660,room-1
06:24:39,28,1452,492,1620,672,room-1
06:24:40,28,1452,490,1626,674,room-1
06:24:41,28,1454,494,1620,670,room-1
06:24:42,28,1456,488,1624,672,room-1
06:24:43,28,1452,492,1620,670,room-1
06:24:44,28,1450,490,1618,672,room-1
06:24:45,28,1452,494,1618,670,room-1
06:24:46,28,1452,494,1612,662,room-1
06:24:47,28,1462,492,1620,678,room-1
06:24:48,28,1464,460,1622,644,room-1
06:24:49,28,1470,464,1630,670,room-1
06:24:50,28,1470,460,1640,664,room-1
06:24:51,28,1486,552,1694,748,room-1
06:24:52,28,1486,578,1706,744,room-1
06:24:53,28,1462,506,1668,736,room-1
06:24:54,28,1508,574,1700,774,room-1
06:24:55,28,1514,606,1742,774,room-1
06:24:56,28,1514,608,1724,778,room-1
06:24:57,28,1518,606,1716,798,room-1
06:24:58,28,1516,610,1704,796,room-1
06:24:59,28,1516,612,1732,774,room-1
06:25:00,28,1516,590,1742,772,room-1
06:25:01,28,1514,608,1744,814,room-1
06:25:02,28,1520,648,1744,802,room-1
06:25:03,28,1510,582,1696,764,room-1
06:25:04,28,1514,556,1698,738,room-1
06:25:05,28,1502,546,1682,738,room-1
06:25:06,28,1462,542,1642,710,room-1
06:25:07,28,1504,560,1682,742,room-1
06:25:08,28,1500,558,1680,742,room-1
06:25:09,28,1502,534,1666,740,room-1
06:25:10,28,1484,520,1678,732,room-1
06:25:11,28,1482,554,1692,724,room-1
06:25:12,28,1488,544,1678,740,room-1
06:25:13,28,1510,624,1724,804,room-1
06:25:14,28,1498,582,1706,774,room-1
06:25:15,28,1498,552,1674,762,room-1
06:25:16,28,1478,534,1670,732,room-1
06:25:17,28,1474,472,1652,698,room-1
06:25:18,28,1462,474,1656,694,room-1
06:25:19,28,1502,564,1716,742,room-1
06:25:20,28,1512,592,1740,768,room-1
